Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Lepidomeda mollispinis,1013780,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidomeda vittata,1020375,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidonectes bimaculatus,712815,Does not or is unlikely to produce sound under natural conditions,452075,
Lepidonectes clarkhubbsi,281294,Does not or is unlikely to produce sound under natural conditions,452075,
Lepidonectes corallicola,281295,Does not or is unlikely to produce sound under natural conditions,452075,
Lepidophanes gaussi,126620,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidophanes guentheri,126621,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopsetta bilineata,281305,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopsetta mochigarei,281306,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopsetta polyxystra,281307,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus altifrons,159367,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus calcar,274016,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus caudatus,127088,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus dubius,274017,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus fitchi,274018,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus glarisianus,1465456,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopus manis,274019,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidopygopsis typus,1014755,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidorhombus boscii,127145,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidorhombus whiffiagonis,127146,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidorhynchus denticulatus,281308,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidosiren paradoxa,1019375,Likely to produce sound under natural conditions but unconfirmed,452074,
Lepidozygus tapeinosoma,212793,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepidurus lubbocki,1561257,Likely to produce sound under natural conditions but unconfirmed,452093,
Lepisosteus oculatus,275402,Does not or is unlikely to produce sound under natural conditions,452075,
Lepisosteus osseus,157872,Does not or is unlikely to produce sound under natural conditions,452075,
Lepisosteus platostomus,1017720,Does not or is unlikely to produce sound under natural conditions,452075,
Lepisosteus platyrhincus,1017721,Does not or is unlikely to produce sound under natural conditions,452075,
Lepomis auritus,151291,Likely to produce sound under natural conditions but unconfirmed,452074,
Lepomis cyanellus,1022845,Produces active sound under natural conditions,452033,
Lepomis gibbosus,151290,Likely to produce sound under natural conditions but unconfirmed,452074,
Lepomis gulosus,1044805,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepomis humilis,1042354,Produces active sound under natural conditions,452033,
Lepomis lirus,1417021,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepomis macrochirus,1022846,Produces active sound under natural conditions,452033,
Lepomis marginatus,1419259,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepomis megalotis,1042658,Produces active sound under natural conditions,452033,
Lepomis microlophus,1042661,Produces active sound under natural conditions,452033,
Lepomis miniatus,1422592,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepomis peltastes,1020580,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepomis punctatus,1355509,Produces active sound under natural conditions,452033,
Lepomis symmetricus,1019890,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium aporrhox,275618,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium brevibarbe,275619,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium collettei,834927,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium crossotum,834928,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium cultratum,834929,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium entomelan,834930,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium gilmorei,1007501,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium hubbsi,1012619,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium inca,1012624,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium jeannae,159138,Likely to produce sound under natural conditions but unconfirmed,452074,
Lepophidium kallion,275620,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium marmoratum,275621,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium microlepis,275622,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium negropinna,275623,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium pardale,275624,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium pheromystax,275625,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium profundorum,158762,Likely to produce sound under natural conditions but unconfirmed,452074,
Lepophidium prorates,275626,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium robustum,834932,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium staurophor,275627,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium stigmatistium,275628,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium wileyi,834933,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepophidium zophochir,834906,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporacanthicus galaxias,1383964,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporacanthicus heterodon,1011484,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporacanthicus joselimai,1011485,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporacanthicus triactis,1384030,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporellus cartledgei,1014737,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporellus pictus,1021334,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporellus retropinnis,1525686,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporellus vittatus,1016702,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus acutidens,1418266,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus affinis,1020347,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus agassizii,1019329,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus alternus,1016132,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus altipinnis,1495349,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus amae,1012385,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus amazonicus,1008464,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus amblyrhynchus,1011639,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus apollo,1007876,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus arcus,1015761,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus arimaspi,1007055,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus aripuanaensis,1011179,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus badueli,1014288,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus bahiensis,1020335,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus bimaculatus,1021461,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus bistriatus,1384109,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus bleheri,1384150,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus boehlkei,1011744,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus britskii,1384621,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus brunneus,1014212,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus cylindriformis,1015929,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus desmotes,1017238,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus ecuadorensis,1017134,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus enyae,1524455,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus falcipinnis,1010603,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus fasciatus,1022725,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus friderici,1022984,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus geminis,1384513,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus gomesi,1011456,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus gossei,1384022,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus granti,1017533,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus guttatus,1008268,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus holostictus,1017422,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus jamesi,1383213,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus jatuncochi,1013116,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus klausewitzi,1013756,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus lacustris,1014389,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus lebaili,1009807,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus leschenaulti,1383079,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus maculatus,1022052,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus marcgravii,1020329,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus melanopleura,1020969,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus melanopleurodes,1007464,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus melanostictus,1016240,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus microphthalmus,1011504,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus microphysus,1493730,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus moralesi,1014040,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus multifasciatus,1020094,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus multimaculatus,1385076,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus nattereri,1020269,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus niceforoi,1383263,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus nigrotaeniatus,1021001,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus nijsseni,1383974,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus octofasciatus,1017153,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus octomaculatus,1011014,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus ortomaculatus,1010218,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus pachyurus,1021787,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus parae,1018252,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus paralternus,1017226,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus paranensis,1383846,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus parvulus,1007338,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus pearsoni,1383250,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus pellegrinii,1383142,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus piau,1014738,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus pitingai,1010691,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus platycephalus,1015246,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus punctatus,1010219,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus reticulatus,1011015,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus santosi,1007468,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus sexstriatus,1012395,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus sidlauskasi,1493731,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus spilopleura,1016227,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus steyermarki,1013966,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus striatus,1021275,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus subniger,1014574,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus taeniatus,1020330,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus taeniofasciatus,1010571,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus tepui,1493732,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus tigrinus,1525488,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus torrenticola,1385077,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus trimaculatus,1011120,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus tristriatus,1493733,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus uatumaensis,1010690,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus unitaeniatus,1384512,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus vanzoi,1009112,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus venerei,1006812,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus villasboasorum,1524454,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus wolfei,1383252,Likely to produce sound under natural conditions but unconfirmed,452075,
Leporinus y-ophorus,1016667,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptacanthichthys gracilispinis,126566,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus alleni,1008596,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus bensbach,1008597,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus darwinensis,1008598,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus kikori,1008599,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus klunzingeri,1018356,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus lorentz,1008600,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus polylepis,1008601,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus robertsi,1008602,Does not or is unlikely to produce sound under natural conditions,452075,
Leptachirus triramus,1008595,Does not or is unlikely to produce sound under natural conditions,452075,
Leptagoniates steindachneri,1019775,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptatherina presbyteroides,281309,Does not or is unlikely to produce sound under natural conditions,452075,
Leptatherina wallacei,281310,Does not or is unlikely to produce sound under natural conditions,452075,
Leptaulopus damasi,1017199,Does not or is unlikely to produce sound under natural conditions,452075,
Leptaulopus erythrozonatus,1007214,Does not or is unlikely to produce sound under natural conditions,452075,
Leptenchelys vermiformis,281311,Does not or is unlikely to produce sound under natural conditions,452075,
Lepthoplosternum altamazonicum,1010631,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepthoplosternum beni,1384100,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepthoplosternum pectorale,1019347,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepthoplosternum stellatum,1009218,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepthoplosternum tordilho,1010633,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepthoplosternum ucamara,1384340,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptoancistrus canensis,1017421,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptoancistrus cordobensis,1013502,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobarbus hoevenii,1021785,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobarbus hosii,1526153,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobarbus melanopterus,1017133,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobarbus melanotaenia,1019364,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobarbus rubripinna,1525319,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia bellacauda,1493734,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia brachycephala,1536421,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia citrauratea,1584250,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia elongata,1016331,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia flavolineata,1012289,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia guilinensis,1008321,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia hengyangensis,1011814,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia micra,1524393,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia microphthalma,1012116,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia orientalis,1012294,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia pellegrini,281312,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia posterodorsalis,1011080,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia punctata,1008563,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia rubrilabris,1026855,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia taeniops,1016332,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia tchangi,1015121,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobotia tientainensis,1026369,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobrachium boringii,1663450,Produces active sound under natural conditions,452304,
Leptobrama muelleri,281313,Does not or is unlikely to produce sound under natural conditions,452075,
Leptobrama pectoralis,1495439,Does not or is unlikely to produce sound under natural conditions,452075,
Leptobrotula breviventralis,217805,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptobrycon jatuaranae,1017141,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocephalus bellottii,281314,Does not or is unlikely to produce sound under natural conditions,452075,
Leptocephalus giganteus,314780,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocephalus ophichthoides,281316,Does not or is unlikely to produce sound under natural conditions,452075,
Leptocharacidium omospilus,1011040,Does not or is unlikely to produce sound under natural conditions,452075,
Leptochilichthys agassizii,126722,Unknown or undetermined,452074,
Leptochilichthys microlepis,272922,Unknown or undetermined,452074,
Leptochilichthys pinguis,126723,Unknown or undetermined,452074,
Leptochromis tapeinosoma,298313,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris crossensis,1011569,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris guineensis,1013702,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris konkoureensis,1011568,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris lujae,1017975,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris modestus,1016729,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris niloticus,1019484,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris taiaensis,1011567,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris weeksii,1019058,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptocypris weynsii,1019064,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodactylus bolivianus,1486698,Unknown or undetermined,,
Leptodactylus bufonis,1448007,Unknown or undetermined,,
Leptodactylus fragilis,1443757,Unknown or undetermined,,
Leptodactylus laticeps,1494902,Unknown or undetermined,,
Leptodactylus latrans,1389975,Unknown or undetermined,,
Leptodactylus melanonotus,1494912,Unknown or undetermined,,
Leptodactylus ocellatus,1389977,Produces active sound under natural conditions,452291,
Leptodactylus paraensis,1371442,Unknown or undetermined,,
Leptodactylus pentadactylus,1481787,Unknown or undetermined,,
Leptodactylus podicipinus,1366361,Unknown or undetermined,,
Leptodactylus vastus,1478991,Unknown or undetermined,,
Leptoderma affine,301786,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoderma lubricum,272872,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoderma macrophthalmum,712452,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoderma macrops,126703,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoderma ospesca,1524547,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoderma retropinna,272873,Does not or is unlikely to produce sound under natural conditions,452075,
Leptodoras acipenserinus,1020736,Likely to produce sound under natural conditions but unconfirmed,452039,
Leptodoras cataniai,1009168,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras copei,1013315,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras hasemani,1017195,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras juruensis,1011852,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras linnelli,1017526,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras marki,1384575,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras myersi,1013180,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras nelsoni,1009174,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras oyakawai,1007019,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras praelongus,1026680,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptodoras rogersae,1009167,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptoglanis bouilloni,1013846,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoglanis xenognathus,1013945,Does not or is unlikely to produce sound under natural conditions,452075,
Leptoichthys fistularius,281317,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptojulis chrysotaenia,281318,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptojulis cyanopleura,281319,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptojulis lambdastigma,281320,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptojulis polylepis,281321,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptojulis urostigma,281322,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias aureoguttatus,1026444,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias citrinipinnis,1011791,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias itanhaensis,1008492,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias marmoratus,1014675,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias opalescens,1012172,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolebias splendens,1014730,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptolucania ommata,1019841,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptomelanosoma indicum,281323,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptonotus blainvilleanus,281324,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptonotus elevatus,281325,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptonotus norae,281326,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptonotus vincentae,1353406,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptonychotes weddellii,195932,Produces active sound under natural conditions,452264,
Leptopanchax sanguineus,1493735,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptophilypnion fittkaui,1493736,Does not or is unlikely to produce sound under natural conditions,452075,
Leptophilypnion pusillus,1493737,Does not or is unlikely to produce sound under natural conditions,452075,
Leptophilypnus fluviatilis,281327,Does not or is unlikely to produce sound under natural conditions,452075,
Leptophilypnus guatemalensis,1008938,Does not or is unlikely to produce sound under natural conditions,452075,
Leptophilypnus panamensis,1017253,Does not or is unlikely to produce sound under natural conditions,452075,
Leptorhamdia essequibensis,1017609,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptorhamdia marmorata,1016023,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptorhamdia schultzi,1013556,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptoscarus vaigiensis,219091,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptoscopus macropygus,281329,Unknown or undetermined,452074,
Leptostomias analis,275152,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias bermudensis,275153,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias bilobatus,275154,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias gladiator,127355,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias gracilis,275155,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias haplocaulus,127356,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias leptobolus,275156,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias longibarba,127357,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias macronema,275157,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias macropogon,275158,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias multifilis,275159,Does not or is unlikely to produce sound under natural conditions,452075,
Leptostomias robustus,275160,Does not or is unlikely to produce sound under natural conditions,452075,
Leptotocinclus ctenistus,1397776,Likely to produce sound under natural conditions but unconfirmed,452075,
Leptotocinclus madeirae,1397777,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepturacanthus pantului,281332,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepturacanthus roelandti,281333,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepturacanthus savala,281334,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepturichthys dolichopterus,1006949,Likely to produce sound under natural conditions but unconfirmed,452075,
Lepturichthys fimbriatus,1015711,Likely to produce sound under natural conditions but unconfirmed,452075,
Lestidiops affinis,126353,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops bathyopteryx,272088,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops blanci,1495440,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops cadenati,272089,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops distans,272090,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops extremus,272091,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops gracilis,272092,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops indopacificus,220327,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops jayakari,126354,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops luetkeni,1577946,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops mirabilis,272093,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops neles,272094,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops pacificus,272095,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops progressus,1495504,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops pseudosphyraenoides,1015919,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops ringens,272096,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops similis,272097,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops sphyraenopsis,272098,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidiops sphyrenoides,126355,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium atlanticum,158871,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium bigelowi,398374,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium longilucifer,1493738,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium nigrirostrum,1493739,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium nudum,275833,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium orientale,1493740,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium prolixum,275834,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium pseudosphyraenoides,298229,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium rofeni,1493741,Does not or is unlikely to produce sound under natural conditions,452075,
Lestidium speciosum,298230,Does not or is unlikely to produce sound under natural conditions,452075,
Lestradea perspicax,1014582,Likely to produce sound under natural conditions but unconfirmed,452075,
Lestradea stappersii,1014636,Likely to produce sound under natural conditions but unconfirmed,452075,
Lestrolepis intermedia,158873,Does not or is unlikely to produce sound under natural conditions,452075,
Lestrolepis japonica,275835,Does not or is unlikely to produce sound under natural conditions,452075,
Lestrolepis luxiocula,1523877,Does not or is unlikely to produce sound under natural conditions,452075,
Lestrolepis nigroventralis,1493742,Does not or is unlikely to produce sound under natural conditions,452075,
Lestrolepis pofi,275837,Does not or is unlikely to produce sound under natural conditions,452075,
Lesueurigobius friesii,126904,Likely to produce sound under natural conditions but unconfirmed,452075,
