Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Cyttus traversi,217957,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylagnus mundus,280470,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylagnus parvus,280471,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylagnus peratikos,280472,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylobatus armatus,280474,Unknown or undetermined,452074,
Dactylobatus clarkii,280475,Unknown or undetermined,452074,
Dactylophora nigricans,280476,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloptena gilberti,218159,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactyloptena macracantha,278459,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactyloptena orientalis,218158,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactyloptena papilio,278460,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactyloptena peterseni,218160,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactyloptena tiltoni,278461,Likely to produce sound under natural conditions but unconfirmed,452075,
Dactylopterus volitans,127232,Likely to produce sound under natural conditions but unconfirmed,452136,
Dactylopus dactylopus,278368,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylopus kuiteri,317624,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus amnis,276393,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus boehlkei,276394,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus byersorum,1524491,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus comptus,276396,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus crossotus,276397,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus elongatus,712825,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus fallax,712826,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus fimbriatus,276398,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus foraminosus,276399,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus heraldi,712827,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus insulatus,712828,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus lacteus,276400,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus lunaticus,276401,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus metoecus,276402,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus minutus,276403,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus moorei,159677,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus pectoralis,276404,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus poeyi,276405,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus tridigitatus,276406,Does not or is unlikely to produce sound under natural conditions,452075,
Dactyloscopus zelotes,276407,Does not or is unlikely to produce sound under natural conditions,452075,
Dactylosurculus gomoni,398391,Likely to produce sound under natural conditions but unconfirmed,452075,
Daector dowi,280479,Likely to produce sound under natural conditions but unconfirmed,452075,
Daector gerringi,1014787,Likely to produce sound under natural conditions but unconfirmed,452075,
Daector quadrizonatus,1016709,Likely to produce sound under natural conditions but unconfirmed,452075,
Daector reticulata,280480,Likely to produce sound under natural conditions but unconfirmed,452075,
Daector schmitti,280481,Likely to produce sound under natural conditions but unconfirmed,452075,
Dagetichthys lakdoensis,1013541,Does not or is unlikely to produce sound under natural conditions,452075,
Dagetichthys lusitanicus,403345,Does not or is unlikely to produce sound under natural conditions,452075,
Dagetichthys marginatus,403346,Does not or is unlikely to produce sound under natural conditions,452075,
Dajaus monticola,1042835,Likely to produce sound under natural conditions but unconfirmed,452075,
Dallia admirabilis,1012377,Does not or is unlikely to produce sound under natural conditions,452075,
Dallia delicatissima,1019964,Does not or is unlikely to produce sound under natural conditions,452075,
Dallia pectoralis,1020019,Does not or is unlikely to produce sound under natural conditions,452075,
Dalophis boulengeri,271931,Does not or is unlikely to produce sound under natural conditions,452075,
Dalophis cephalopeltis,271932,Does not or is unlikely to produce sound under natural conditions,452075,
Dalophis imberbis,126313,Does not or is unlikely to produce sound under natural conditions,452075,
Dalophis multidentatus,271933,Does not or is unlikely to produce sound under natural conditions,452075,
Dalophis obtusirostris,271934,Does not or is unlikely to produce sound under natural conditions,452075,
Danacetichthys galathenus,280482,Does not or is unlikely to produce sound under natural conditions,452075,
Danakilia dinicolai,1007944,Likely to produce sound under natural conditions but unconfirmed,452075,
Danakilia franchettii,1015849,Likely to produce sound under natural conditions but unconfirmed,452075,
Danaphos asteroscopus,1493425,Does not or is unlikely to produce sound under natural conditions,452075,
Danaphos oculatus,280483,Does not or is unlikely to produce sound under natural conditions,452075,
Danaphryne nigrifilis,159201,Does not or is unlikely to produce sound under natural conditions,452075,
Danio absconditus,1384864,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio aesculapii,1008242,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio albolineatus,1013988,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio annulosus,1006932,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio assamila,1006928,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio catenatus,1006929,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio choprae,1016028,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio concatenatus,1006924,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio dangila,1026565,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio erythromicron,1017044,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio feegradei,1015030,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio flagrans,1007036,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio htamanthinus,1493426,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio jaintianensis,1026370,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio kerri,1012676,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio kyathit,1010436,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio margaritatus,1008792,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio meghalayensis,1011942,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio muongthanhensis,1009896,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio nigrofasciatus,1017715,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio quagga,1008206,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio quangbinhensis,1010350,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio rerio,1026595,Produces passive sound under natural conditions,452049,
Danio roseus,1010148,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio sysphigmatus,1006925,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio tinwini,1384540,Likely to produce sound under natural conditions but unconfirmed,452075,
Danio trangi,1009555,Likely to produce sound under natural conditions but unconfirmed,452075,
Danionella dracula,1384535,Likely to produce sound under natural conditions but unconfirmed,452075,
Danionella mirifica,1009654,Likely to produce sound under natural conditions but unconfirmed,452075,
Danionella priapus,1384544,Likely to produce sound under natural conditions but unconfirmed,452075,
Danionella translucida,1011849,Produces active sound under natural conditions,451927,
Dannevigia tusca,280485,Likely to produce sound under natural conditions but unconfirmed,452075,
Darevskia praticola,1506587,Unknown or undetermined,,
Darienheros calobrensis,1525911,Likely to produce sound under natural conditions but unconfirmed,452075,
Dario dario,1022766,Does not or is unlikely to produce sound under natural conditions,452075,
Dario dayingensis,1009827,Does not or is unlikely to produce sound under natural conditions,452075,
Dario huli,1006933,Does not or is unlikely to produce sound under natural conditions,452075,
Dario hysginon,1009826,Does not or is unlikely to produce sound under natural conditions,452075,
Dario kajal,1007289,Does not or is unlikely to produce sound under natural conditions,452075,
Dario neela,1493427,Does not or is unlikely to produce sound under natural conditions,452075,
Dario urops,1007594,Does not or is unlikely to produce sound under natural conditions,452075,
Dascyllus abudafur,1328244,Produces active sound under natural conditions,452090,
Dascyllus albisella,278448,Produces active sound under natural conditions,451963,
Dascyllus aruanus,212843,Produces active sound under natural conditions,452090,
Dascyllus auripinnis,278449,Likely to produce sound under natural conditions but unconfirmed,452075,
Dascyllus carneus,212848,Likely to produce sound under natural conditions but unconfirmed,452075,
Dascyllus flavicaudus,278450,Produces active sound under natural conditions,451984,
Dascyllus marginatus,212849,Likely to produce sound under natural conditions but unconfirmed,452075,
